frame,x,y,vx,vy,detected,confidence
1,256.0,258.0,0.0,0.0,True,1.0
2,256.67742919921875,258.0,0.33870968222618103,0.0,True,0.9760190844535828
3,257.6512756347656,258.0,0.6020625233650208,0.0,True,0.9432090520858765
4,258.7007751464844,258.0,0.7612616419792175,0.0,True,0.908893346786499
5,259.20294189453125,258.0,0.6772148609161377,0.0,True,0.8742786049842834
6,261.01409912109375,259.06982421875,1.0296622514724731,0.3325221836566925,True,0.8502640128135681
7,261.5009460449219,260.23321533203125,0.8631455898284912,0.5874043703079224,True,0.846337080001831
8,261.6647033691406,261.4253234863281,0.6486846208572388,0.772823691368103,True,0.8349422216415405
9,260.62457275390625,263.1165466308594,0.12946632504463196,1.0551793575286865,True,0.8199893832206726
10,258.8443603515625,264.59307861328125,-0.45889848470687866,1.1849944591522217,True,0.8146132230758667
11,256.6640625,265.89093017578125,-0.9897920489311218,1.21979558467865,True,0.8066217303276062
12,253.80609130859375,267.0544128417969,-1.56610107421875,1.2024295330047607,True,0.8042805194854736
13,250.59262084960938,267.6177978515625,-2.0742695331573486,1.0053040981292725,True,0.8021735548973083
14,247.74636840820312,266.781005859375,-2.31238055229187,0.437122642993927,True,0.8027971982955933
15,245.21334838867188,265.5820007324219,-2.380431652069092,-0.06749187409877777,True,0.7962652444839478
16,242.91786193847656,264.23614501953125,-2.354234218597412,-0.4617445170879364,True,0.9588940143585205
17,240.7854766845703,263.3807067871094,-2.2858171463012695,-0.583162248134613,True,0.9469901323318481
18,239.2624053955078,262.39208984375,-2.0505876541137695,-0.7082052230834961,True,0.92887943983078
19,237.61251831054688,261.8446044921875,-1.9270139932632446,-0.6586455702781677,True,0.9145451188087463
20,236.353759765625,261.59979248046875,-1.7209213972091675,-0.5310192704200745,True,0.8905910849571228
21,234.8195037841797,262.5589294433594,-1.6633570194244385,-0.07145139575004578,True,0.8897902965545654
22,234.093505859375,263.25640869140625,-1.3742693662643433,0.16568663716316223,True,0.896278977394104
23,234.38710021972656,263.20751953125,-0.8598976731300354,0.09950979799032211,True,0.8999489545822144
24,234.27593994140625,263.6593322753906,-0.6289868950843811,0.20815539360046387,True,0.9073615074157715
25,234.33480834960938,264.4432373046875,-0.4168512225151062,0.3857146203517914,True,0.9094181656837463
26,234.46803283691406,265.4242858886719,-0.24720345437526703,0.5693168640136719,True,0.9078443646430969
27,235.12530517578125,266.5052185058594,0.03174297511577606,0.7271057963371277,True,0.8932163119316101
28,235.58558654785156,268.1309814453125,0.16390520334243774,1.0042483806610107,True,0.8810247778892517
29,236.38522338867188,269.5748596191406,0.3599643409252167,1.1398316621780396,True,0.8738141059875488
30,237.8914794921875,271.36810302734375,0.7134823203086853,1.3413476943969727,True,0.8712519407272339
31,239.3141632080078,272.8571472167969,0.9322016835212708,1.3869025707244873,True,0.9588923454284668
32,241.1378631591797,274.1199951171875,1.2071433067321777,1.3486394882202148,True,0.9424839615821838
33,243.1863555908203,274.7220153808594,1.466620922088623,1.1183818578720093,True,0.9332883954048157
34,245.3377685546875,274.39642333984375,1.67781400680542,0.6730532050132751,True,0.9229934811592102
35,247.00765991210938,274.0174255371094,1.6753714084625244,0.3485901951789856,True,0.907249927520752
36,248.33580017089844,273.1632080078125,1.568283200263977,-0.022365495562553406,True,0.895031213760376
37,249.44447326660156,272.052490234375,1.426537275314331,-0.3580150902271271,True,0.8771108984947205
38,250.93658447265625,271.84979248046875,1.4467597007751465,-0.3101157248020172,True,0.8746838569641113
39,252.18846130371094,271.26531982421875,1.3866569995880127,-0.394727885723114,True,0.8785478472709656
40,252.7743682861328,270.9364013671875,1.1397032737731934,-0.37444087862968445,True,0.8815624117851257
41,253.4493865966797,270.7846374511719,0.9963903427124023,-0.3057616949081421,True,0.8856067657470703
42,253.71078491210938,270.7438049316406,0.7697164416313171,-0.2240586131811142,True,0.8873975872993469
43,254.23622131347656,271.27227783203125,0.6943817734718323,0.00802194606512785,True,0.8885579705238342
44,254.45750427246094,272.154541015625,0.5484779477119446,0.2776430547237396,True,0.8908846974372864
45,254.49456787109375,273.2292175292969,0.3907559812068939,0.5234508514404297,True,0.8885738253593445
46,254.4352569580078,274.38677978515625,0.2519502341747284,0.7190147638320923,True,0.9738994836807251
47,254.3378448486328,275.5603942871094,0.14420658349990845,0.8592104911804199,True,0.9657005071640015
48,253.72862243652344,276.71466064453125,-0.08815626800060272,0.950205385684967,True,0.9545627236366272
49,252.80650329589844,277.8352355957031,-0.34535637497901917,1.0027506351470947,True,0.9445334672927856
50,251.7183380126953,278.92034912109375,-0.5744417309761047,1.0281524658203125,True,0.9347468614578247
51,250.56236267089844,279.46630859375,-0.7537856101989746,0.8794448375701904,True,0.9273793697357178
52,249.39752197265625,279.1532287597656,-0.8805578947067261,0.5116661787033081,True,0.9121310114860535
53,248.7625274658203,278.31011962890625,-0.8048260807991028,0.09385418891906738,True,0.8873291015625
54,247.9792022705078,277.1818542480469,-0.7981945276260376,-0.2830488383769989,True,0.8653361201286316
55,247.5973663330078,275.9335021972656,-0.6697906255722046,-0.5807511806488037,True,0.8350309729576111
56,247.4727783203125,274.15667724609375,-0.5016524195671082,-0.949625551700592,True,0.80819171667099
57,246.98580932617188,272.5934143066406,-0.49712613224983215,-1.1388736963272095,True,0.7817362546920776
58,246.74862670898438,271.7318420410156,-0.41695892810821533,-1.0533524751663208,True,0.7653251886367798
59,246.6714324951172,271.3503112792969,-0.31217458844184875,-0.8461617827415466,True,0.7423221468925476
60,246.68499755859375,271.7729797363281,-0.21171559393405914,-0.4548521041870117,True,0.7229583263397217
61,246.74105834960938,272.17315673828125,-0.12913453578948975,-0.1911592036485672,True,0.9454609155654907
62,246.8092041015625,273.0079040527344,-0.06829024106264114,0.12523207068443298,True,0.9245783090591431
63,247.38101196289062,274.08221435546875,0.12911340594291687,0.4179248809814453,True,0.9135528206825256
64,248.26754760742188,275.26263427734375,0.3627011477947235,0.6530771851539612,True,0.9041590690612793
65,249.32659912109375,276.4669494628906,0.5774564146995544,0.823076605796814,True,0.8981931805610657
66,250.46119689941406,277.6509704589844,0.7492836117744446,0.93438720703125,True,0.8935657143592834
67,251.61184692382812,278.28778076171875,0.8730678558349609,0.8426123857498169,True,0.8866927027702332
68,252.74676513671875,278.55572509765625,0.9538259506225586,0.6653833389282227,True,0.8734229803085327
69,253.85279846191406,278.0919494628906,1.0007684230804443,0.3171500563621521,True,0.8632372617721558
70,254.4196319580078,277.6927490234375,0.8669435381889343,0.09622735530138016,True,0.8508294820785522
71,255.14088439941406,276.8795166015625,0.8220130801200867,-0.1842549592256546,True,0.8423516750335693
72,255.98175048828125,275.83343505859375,0.8278312683105469,-0.45004352927207947,True,0.8270735144615173
73,256.39801025390625,274.68011474609375,0.7009034752845764,-0.666937530040741,True,0.8143698573112488
74,256.5402526855469,274.0064697265625,0.5286121964454651,-0.669004499912262,True,0.7967912554740906
75,256.5254821777344,273.1658935546875,0.3610290288925171,-0.7219133973121643,True,0.7814544439315796
76,256.4358215332031,272.7266540527344,0.22203905880451202,-0.6347366571426392,True,0.962289571762085
77,256.32342529296875,272.5535583496094,0.11889586597681046,-0.49236392974853516,True,0.9524201154708862
78,256.21746826171875,273.0468444824219,0.04954681545495987,-0.1883888691663742,True,0.9406936764717102
79,255.62290954589844,273.9471740722656,-0.14910323917865753,0.14737077057361603,True,0.9232040047645569
80,255.23292541503906,275.063232421875,-0.2233876734972,0.446116179227829,True,0.9120387434959412
81,254.49630737304688,276.26715087890625,-0.38166704773902893,0.6798282861709595,True,0.9044719934463501
82,253.54798889160156,276.97393798828125,-0.5564248561859131,0.6881392598152161,True,0.8944947719573975
83,252.4874725341797,277.8338623046875,-0.7118860483169556,0.741119921207428,True,0.8927510380744934
84,251.3813018798828,278.2826843261719,-0.8334861397743225,0.6509718894958496,True,0.8912592530250549
85,250.26931762695312,278.4590148925781,-0.9193757772445679,0.5045896172523499,True,0.8779802322387695
86,249.1720428466797,277.9653625488281,-0.9742416143417358,0.1967294067144394,True,0.8730648756027222
87,248.0972442626953,277.06292724609375,-1.0052534341812134,-0.14225031435489655,True,0.8671623468399048
88,247.04522705078125,275.9442443847656,-1.0196768045425415,-0.44338327646255493,True,0.861906886100769
89,246.01255798339844,274.73785400390625,-1.0236815214157104,-0.6786934733390808,True,0.8531069159507751
90,244.99453735351562,273.5207214355469,-1.0219374895095825,-0.8447551131248474,True,0.8426440954208374
91,243.9865264892578,272.33233642578125,-1.0176408290863037,-0.9507356286048889,True,0.9544326663017273
92,243.49307250976562,271.69598388671875,-0.8559786677360535,-0.8537790179252625,True,0.9458132386207581
93,242.82159423828125,271.4307861328125,-0.7990817427635193,-0.6722533106803894,True,0.933039128780365
94,242.51943969726562,271.3896789550781,-0.6458262801170349,-0.47761282324790955,True,0.9185259938240051
95,242.4462432861328,271.9735107421875,-0.4692263901233673,-0.1502598524093628,True,0.9087159037590027
96,241.98870849609375,272.4214782714844,-0.46562352776527405,0.03423713520169258,True,0.8973451852798462
97,241.76553344726562,273.24078369140625,-0.39085105061531067,0.27635595202445984,True,0.8872995972633362
98,241.6925811767578,274.27099609375,-0.29281070828437805,0.508843183517456,True,0.8757734298706055
99,242.21328735351562,275.400146484375,-0.04191920906305313,0.7001439929008484,True,0.8637665510177612
100,242.59262084960938,276.55767822265625,0.08799662441015244,0.8412057161331177,True,0.8533220887184143
101,243.3513641357422,277.19610595703125,0.2948547899723053,0.7786652445793152,True,0.8416014313697815
102,243.82608032226562,277.9875793457031,0.35032111406326294,0.7826221585273743,True,0.840046226978302
103,244.59510803222656,277.8702697753906,0.47944748401641846,0.5050824284553528,True,0.8322903513908386
104,245.03665161132812,277.6761779785156,0.46775853633880615,0.28944680094718933,True,0.8264527916908264
105,245.75634765625,276.96636962890625,0.5454592108726501,-0.018733981996774673,True,0.8193657994270325
106,246.14837646484375,275.95751953125,0.49814119935035706,-0.3240918219089508,True,0.9598939418792725
107,246.31784057617188,274.80303955078125,0.3967778980731964,-0.580186665058136,True,0.9439281225204468
108,246.351318359375,273.6011657714844,0.28473761677742004,-0.7719085216522217,True,0.9237062335014343
109,246.3126983642578,272.9160461425781,0.1850130707025528,-0.7451382875442505,True,0.913161039352417
110,246.24468994140625,272.5924072265625,0.1069798395037651,-0.6151483058929443,True,0.9048512578010559
111,246.17288208007812,272.4971923828125,0.051843661814928055,-0.4547995626926422,True,0.898532509803772
112,246.11048889160156,272.5292053222656,0.016609329730272293,-0.3046613037586212,True,0.8941787481307983
113,246.06248474121094,273.12713623046875,-0.003318832954391837,-0.026298603042960167,True,0.886861264705658
114,246.02908325195312,273.5579528808594,-0.012593921273946762,0.11467699706554413,True,0.8862250447273254
115,245.49974060058594,274.3474426269531,-0.17196419835090637,0.3227863311767578,True,0.8926326632499695
116,245.16114807128906,274.8378601074219,-0.22335398197174072,0.37448951601982117,True,0.8932045698165894
117,244.46104431152344,275.6127624511719,-0.3703845739364624,0.4979819357395172,True,0.8852667212486267
118,244.04457092285156,276.054443359375,-0.38459745049476624,0.48061835765838623,True,0.8782573938369751
119,242.8160858154297,276.2630615234375,-0.6448549628257751,0.3967286944389343,True,0.8664627075195312
120,242.0841827392578,275.8160095214844,-0.6717017889022827,0.13649991154670715,True,0.8625332117080688
121,241.71115112304688,274.95989990234375,-0.5795872807502747,-0.169623464345932,True,0.9498231410980225
122,241.06468200683594,274.3885192871094,-0.6002140045166016,-0.29352736473083496,True,0.9412901401519775
123,240.73670959472656,273.538330078125,-0.5162501931190491,-0.46520620584487915,True,0.9282054901123047
124,240.10838317871094,273.03594970703125,-0.550814688205719,-0.4766702950000763,True,0.9183968901634216
125,239.27410888671875,272.27496337890625,-0.6382330656051636,-0.5643541812896729,True,0.9041600823402405
126,238.82098388671875,271.85772705078125,-0.5811447501182556,-0.5189810991287231,True,0.8999234437942505
127,238.62628173828125,271.6748962402344,-0.46196332573890686,-0.41530680656433105,True,0.8921346664428711
128,238.08078002929688,271.635986328125,-0.4877263903617859,-0.29922106862068176,True,0.8805201053619385
129,237.7999267578125,271.6739501953125,-0.4239227771759033,-0.19523577392101288,True,0.8777139782905579
130,237.69322204589844,271.7437438964844,-0.32609057426452637,-0.11350877583026886,True,0.8720816373825073
131,237.68885803222656,271.8182067871094,-0.22686602175235748,-0.05553767830133438,True,0.863676130771637
132,238.24388122558594,272.3916931152344,0.014269531704485416,0.13845688104629517,True,0.8692595362663269
133,239.14366149902344,273.2773742675781,0.28736430406570435,0.3689058721065521,True,0.8729509711265564
134,239.72027587890625,273.82611083984375,0.3765697479248047,0.42436501383781433,True,0.8882626295089722
135,240.5559844970703,274.1231384277344,0.5181697607040405,0.3850924074649811,True,0.8952335715293884
136,241.0364532470703,274.2498779296875,0.506542980670929,0.3054084777832031,True,0.9775800704956055
137,241.77532958984375,274.27301025390625,0.5781934857368469,0.21834656596183777,True,0.958044707775116
138,242.17379760742188,274.2415771484375,0.5227678418159485,0.14130854606628418,True,0.9409244656562805
139,242.850830078125,274.188232421875,0.5703418254852295,0.08128003776073456,True,0.9311279058456421
140,243.71543884277344,274.13250732421875,0.6610926985740662,0.039026591926813126,True,0.9284817576408386
141,244.1851043701172,274.0843200683594,0.6020594239234924,0.012131945230066776,True,0.9182063937187195
142,244.89537048339844,273.5390625,0.635427713394165,-0.15977656841278076,True,0.9165381789207458
143,245.26095581054688,273.18646240234375,0.552207887172699,-0.2192404866218567,True,0.909293532371521
144,245.39976501464844,272.98388671875,0.42471787333488464,-0.21410174667835236,True,0.9011048078536987
145,245.40533447265625,272.3784484863281,0.295452743768692,-0.33479034900665283,True,0.8920380473136902
146,245.3445281982422,272.021484375,0.18557991087436676,-0.3416372239589691,True,0.8852904438972473
147,245.76898193359375,271.84259033203125,0.2592519223690033,-0.2914412319660187,True,0.8786402940750122
148,245.50550842285156,272.2877197265625,0.09804193675518036,-0.06428410112857819,True,0.874457061290741
149,245.29672241210938,272.61822509765625,0.0034154606983065605,0.05746668577194214,True,0.8730342388153076
150,245.14755249023438,272.8405456542969,-0.043641798198223114,0.10831340402364731,True,0.8702842593193054
151,245.05108642578125,272.974853515625,-0.0599336102604866,0.1163325160741806,True,0.9581112861633301
152,244.48727416992188,273.0448303222656,-0.21533021330833435,0.10203590989112854,True,0.9570070505142212
153,244.13369750976562,273.07220458984375,-0.25796642899513245,0.07900728285312653,True,0.9425833225250244
154,242.9221649169922,273.58270263671875,-0.5520515441894531,0.2120833843946457,True,0.932158350944519
155,241.673583984375,273.89910888671875,-0.7668642401695251,0.24425552785396576,True,0.9311462640762329
156,240.44577026367188,274.07049560546875,-0.9090240597724915,0.22177714109420776,True,0.9326505661010742
157,239.2638702392578,274.1436767578125,-0.9931768774986267,0.17595432698726654,True,0.9299898743629456
158,238.13307189941406,273.6487731933594,-1.0356168746948242,-0.030944498255848885,True,0.928516149520874
159,237.55628967285156,273.3037414550781,-0.8941125869750977,-0.12781019508838654,True,0.9279295206069946
160,236.8339080810547,273.08648681640625,-0.8411462306976318,-0.1553938388824463,True,0.9220383763313293
161,236.50482177734375,272.96612548828125,-0.683228075504303,-0.14459004998207092,True,0.9102295637130737
162,235.91229248046875,272.4039001464844,-0.6552568674087524,-0.273393452167511,True,0.9035667777061462
163,235.63473510742188,272.06414794921875,-0.5387716293334961,-0.29385271668434143,True,0.8995572924613953
164,235.04718017578125,271.8870849609375,-0.5538170337677002,-0.25783848762512207,True,0.8941922187805176
165,234.7509307861328,271.8177185058594,-0.47438427805900574,-0.19970948994159698,True,0.8945000171661377
166,234.6443328857422,271.81219482421875,-0.3609588146209717,-0.13981974124908447,True,0.9775465726852417
167,234.64768981933594,271.83892822265625,-0.2486027330160141,-0.08845148980617523,True,0.9742962121963501
168,234.70457458496094,272.3857116699219,-0.1543901264667511,0.1074521541595459,True,0.9640358090400696
169,234.7788543701172,272.7508239746094,-0.08386643975973129,0.18691600859165192,True,0.9607923030853271
170,234.8500518798828,273.4777526855469,-0.03604602813720703,0.3534609079360962,True,0.9502080678939819
171,235.41693115234375,274.4253845214844,0.14989832043647766,0.5367090702056885,True,0.931071400642395
172,235.78704833984375,274.9813537597656,0.2178119719028473,0.5426516532897949,True,0.9264799356460571
173,236.51077270507812,275.7659912109375,0.37383297085762024,0.6172782182693481,True,0.9231361150741577
174,237.45164489746094,276.18841552734375,0.5487079620361328,0.5571874976158142,True,0.9135728478431702
175,238.0001678466797,276.87493896484375,0.5486529469490051,0.5970725417137146,True,0.910006582736969
176,238.7781982421875,277.2320556640625,0.619389533996582,0.5230680108070374,True,0.90920490026474
177,239.70384216308594,277.3712463378906,0.7138389945030212,0.40467604994773865,True,0.9096625447273254
178,240.20533752441406,277.3814697265625,0.6483535766601562,0.28302574157714844,True,0.9099992513656616
179,240.41969299316406,277.3266906738281,0.5145071148872375,0.17884427309036255,True,0.9093696475028992
180,240.4592742919922,277.24853515625,0.36803871393203735,0.09958616644144058,True,0.9057633280754089
181,240.40672302246094,276.66278076171875,0.23832862079143524,-0.11177676171064377,True,0.9476538300514221
182,240.31712341308594,276.2708740234375,0.13719499111175537,-0.19816403090953827,True,0.944512128829956
183,240.22335815429688,276.54412841796875,0.06596556305885315,-0.05278174579143524,True,0.947134792804718
184,240.14224243164062,276.74993896484375,0.020604470744729042,0.0269691813737154,True,0.9443584680557251
185,240.08006286621094,276.89031982421875,-0.004926543682813644,0.06194514036178589,True,0.9377057552337646
186,239.528564453125,277.48492431640625,-0.17349056899547577,0.2262125313282013,True,0.9427295923233032
187,239.174560546875,277.8580017089844,-0.22916023433208466,0.2714994549751282,True,0.9420422911643982
188,238.97315979003906,278.572021484375,-0.2206004559993744,0.4079822599887848,True,0.942756175994873
189,238.87835693359375,278.99017333984375,-0.18180632591247559,0.41111621260643005,True,0.942085862159729
190,238.85081481933594,279.7056579589844,-0.13422992825508118,0.5049867033958435,True,0.9317976236343384
191,238.352294921875,280.1035461425781,-0.24657882750034332,0.47196289896965027,True,0.9225502014160156
192,238.05197143554688,280.2829284667969,-0.26315292716026306,0.3817335367202759,True,0.9172058701515198
193,237.38780212402344,280.3267822265625,-0.38682714104652405,0.27752336859703064,True,0.8950951099395752
194,235.98373413085938,280.2970886230469,-0.7005485892295837,0.1827772706747055,True,0.8840597867965698
195,234.63084411621094,280.23590087890625,-0.9017321467399597,0.10754307359457016,True,0.8799995183944702
196,233.8668212890625,280.1688537597656,-0.8592609763145447,0.05369636416435242,True,0.9688510894775391
197,233.0037078857422,280.1094055175781,-0.8604452013969421,0.018801745027303696,True,0.9573618173599243
198,232.5788116455078,280.0630187988281,-0.7261226773262024,-0.0012986658839508891,True,0.9442500472068787
199,231.92758178710938,280.03033447265625,-0.703027069568634,-0.01097327470779419,True,0.9277897477149963
200,231.6187744140625,280.009521484375,-0.5814485549926758,-0.01400675717741251,True,0.9137248992919922
201,231.52671813964844,280.50616455078125,-0.4305160343647003,0.14348074793815613,True,0.9078778624534607
202,231.04730224609375,280.8277587890625,-0.4455997049808502,0.1984087973833084,True,0.901379406452179
203,230.80418395996094,281.0128479003906,-0.3831525444984436,0.1943083256483078,True,0.8994756937026978
204,230.71536254882812,281.6102294921875,-0.29238012433052063,0.31861412525177,True,0.8902313113212585
205,230.71632385253906,281.96502685546875,-0.20191392302513123,0.3297719955444336,True,0.8866229057312012
206,230.25289916992188,282.1449279785156,-0.2825643718242645,0.28355205059051514,True,0.8846887350082397
207,229.98541259765625,282.7190246582031,-0.2779136598110199,0.37315940856933594,True,0.8838067650794983
208,229.856201171875,283.5537109375,-0.2320549637079239,0.5154891014099121,True,0.8779217600822449
209,229.81521606445312,284.0340270996094,-0.1731269359588623,0.5046374797821045,True,0.8770642876625061
210,230.33241271972656,284.773193359375,0.03977186977863312,0.5769673585891724,True,0.8808450102806091
211,230.69134521484375,285.1721496582031,0.13820455968379974,0.5220680236816406,True,0.9590679407119751
212,230.91619873046875,285.84967041015625,0.1649293452501297,0.5700104236602783,True,0.9525163173675537
213,231.5482635498047,286.2063293457031,0.30899345874786377,0.5042116045951843,True,0.9395880699157715
214,231.92982482910156,286.8576965332031,0.33137378096580505,0.5495942234992981,True,0.9296155571937561
215,232.12841796875,287.2002258300781,0.2904217541217804,0.48573797941207886,True,0.9067137241363525
216,232.7142791748047,287.8456115722656,0.38153865933418274,0.5349722504615784,True,0.8941728472709656
217,233.04710388183594,288.1871032714844,0.36651477217674255,0.4753026068210602,True,0.8806553483009338
218,233.20333862304688,288.83404541015625,0.30166569352149963,0.5282306671142578,True,0.8677113652229309
219,233.75665283203125,289.1781005859375,0.37927308678627014,0.47143182158470154,True,0.8593021035194397
220,234.0668182373047,289.3193359375,0.35796216130256653,0.36959484219551086,True,0.8551613688468933
221,233.70045471191406,289.8470764160156,0.13458013534545898,0.4183650016784668,True,0.8511006236076355
222,233.4105224609375,290.1304931640625,0.003659522859379649,0.37674790620803833,True,0.8551828861236572
223,232.69525146484375,290.75775146484375,-0.21806222200393677,0.45400601625442505,True,0.855218231678009
224,232.23460388183594,291.1040954589844,-0.29287776350975037,0.4208051562309265,True,0.8635333180427551
225,231.97134399414062,291.76641845703125,-0.28374144434928894,0.49529293179512024,True,0.8675427436828613
226,231.84642028808594,292.128662109375,-0.23476314544677734,0.45425957441329956,True,0.9761595129966736
227,231.80908203125,292.7949523925781,-0.17387817800045013,0.5196517109870911,True,0.9663774967193604
228,231.82066345214844,293.1546630859375,-0.11668459326028824,0.4703265130519867,True,0.9634492993354797
229,231.85446166992188,293.8156433105469,-0.0702732652425766,0.5291205644607544,True,0.9520390629768372
230,231.89390563964844,294.16949462890625,-0.03643845021724701,0.4750681221485138,True,0.9255892038345337
231,231.929931640625,294.82525634765625,-0.01409163512289524,0.5307952165603638,True,0.908886730670929
232,231.9586181640625,295.175048828125,-0.0008955072262324393,0.4749724268913269,True,0.8842183947563171
233,231.97921752929688,295.82794189453125,0.0057336571626365185,0.5298430323600769,True,0.8613343238830566
234,230.4674835205078,296.68426513671875,-0.462259978055954,0.6305316686630249,True,0.8504126667976379
235,229.4941864013672,297.1547546386719,-0.6198623180389404,0.5811777710914612,True,0.8506565690040588
236,228.93821716308594,297.36181640625,-0.6001590490341187,0.4657953977584839,True,0.8396806716918945
237,228.16619873046875,297.4068603515625,-0.6531612873077393,0.33603984117507935,True,0.8298642635345459
238,227.76058959960938,297.87359619140625,-0.5768122673034668,0.3763507008552551,True,0.8237524628639221
239,227.59872436523438,298.12286376953125,-0.448841392993927,0.3371642231941223,True,0.8135107159614563
240,227.58206176757812,298.7345275878906,-0.3155571520328522,0.42182421684265137,True,0.8079649806022644
241,227.639404296875,299.0768737792969,-0.20055754482746124,0.39731234312057495,True,0.9374040365219116
242,227.72412109375,299.2331237792969,-0.11257697641849518,0.32296809554100037,True,0.9286012649536133
243,227.80902099609375,299.7817687988281,-0.05167287588119507,0.39256593585014343,True,0.9313665628433228
244,227.88070678710938,300.5940856933594,-0.013629941269755363,0.5220152735710144,True,0.9216997027397156
245,227.9346466064453,301.05706787109375,0.0072097014635801315,0.5038143992424011,True,0.9167847633361816
246,228.4797821044922,301.78411865234375,0.17311105132102966,0.5726610422134399,True,0.932651698589325
